,movie_id,movie_title,release_date,video_release date,IMDb_URL,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
864,865,"Ice Storm, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BNTQ1NzI1MzgtYWM3ZC00YjdhLWE1ODAtMmU0YzQzYjY3MjNiXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
865,866,Michael (1996),25-Dec-1996,,https://m.media-amazon.com/images/M/MV5BMTViNzdjNmUtMmQyYi00ODA4LTljZmYtN2I3ZWUyZWQyYjVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
866,867,"Whole Wide World, The (1996)",25-Dec-1996,,https://m.media-amazon.com/images/M/MV5BMzg5YWIxZTgtODJiZC00ZDQ2LWFjYTUtNDNkMjlkZGZmN2I0XkEyXkFqcGdeQXVyMTk5MjAyMjM@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
867,868,Hearts and Minds (1996),10-Jan-1997,,https://m.media-amazon.com/images/M/MV5BOTFiMjEyZWMtZjliOS00NjQ3LWIxZDktYWY2MWJlODQzNDlkXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
868,869,Fools Rush In (1997),14-Feb-1997,,https://m.media-amazon.com/images/M/MV5BM2Q3MzA3YmYtNzUzNS00NDhhLTkyZmYtMDU2YmE1ODY5MjdmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
869,870,Touch (1997),14-Feb-1997,,https://m.media-amazon.com/images/M/MV5BYzc1NmZmNjMtMjdhOS00ZmY0LTliZjMtOWE0OWZmZWQ4OTQ4XkEyXkFqcGdeQXVyODkxMTU1Njc@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
870,871,Vegas Vacation (1997),14-Feb-1997,,https://m.media-amazon.com/images/M/MV5BZTIwMWEwZmQtMjI1ZS00NDdmLTgwMGItNmFiOTk1ZWQ5NGZiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,872,Love Jones (1997),14-Mar-1997,,https://m.media-amazon.com/images/M/MV5BOGEzMmFlMmYtNDU2NS00YWEzLTg5ZDktZGI4MjAxNTVkNjc1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
872,873,Picture Perfect (1997),01-Aug-1997,,https://m.media-amazon.com/images/M/MV5BY2UwN2E0ZGItYmM3NC00ODVkLTkxOGItNGQ1NDMxMDdiMjQ0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
873,874,Career Girls (1997),08-Aug-1997,,https://m.media-amazon.com/images/M/MV5BNzZiNzNjOGItNzVlZC00MGU0LTgyMDItZGJjZTFiOTZmZDU2XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,875,She's So Lovely (1997),22-Aug-1997,,https://m.media-amazon.com/images/M/MV5BZmU1ZTU3MDMtNTQzMy00NTU0LWFmY2EtMjgxMGM3YzBkOGFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
875,876,Money Talks (1997),22-Aug-1997,,https://m.media-amazon.com/images/M/MV5BMjk5MjM2MjUtMDI3YS00ZTIwLWFjMDQtYzFhZDY0YTUxZmJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
876,877,Excess Baggage (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BODNhMWY5NTctZTU2MS00NzRiLTk2MjktNmUyMTQ3Yzk0MTQ0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
877,878,That Darn Cat! (1997),14-Feb-1997,,https://m.media-amazon.com/images/M/MV5BNzVlMGQ0MzgtNWM0NC00MWI1LThlYzUtNTkwZDVhOGVmZjI3XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
878,879,"Peacemaker, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMjQ0OTNjOTMtYWU1MC00MWQwLTllMmMtNWZmYmE3NDY0ZTgxXkEyXkFqcGdeQXVyMTE2OTg4Mjg@._V1_.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
879,880,Soul Food (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMTA1ODE4N2EtM2Q0MS00MTA4LTg2ZTctYWNjMTY2NzYxYmE0XkEyXkFqcGdeQXVyNzUwMjYzMjA@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
880,881,Money Talks (1997),22-Aug-1997,,https://m.media-amazon.com/images/M/MV5BMjk5MjM2MjUtMDI3YS00ZTIwLWFjMDQtYzFhZDY0YTUxZmJkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
881,882,Washington Square (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BYWYyMzM2YzMtYjkyYi00YTUyLWI1OTktNWFhYTc0YmM2YTc2XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
882,883,Telling Lies in America (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMzE3NTUxMzItNmNhYy00MzQ3LWE5ODUtY2RhYzJmMjgzODgyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
883,884,Year of the Horse (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMTYxOTE0OTYxMV5BMl5BanBnXkFtZTcwMDQ4MTU1MQ@@._V1_.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
884,885,Phantoms (1998),01-Jan-1998,,https://m.media-amazon.com/images/M/MV5BNTM2ZmEwZTEtOGI4OC00NDJlLWFhYWUtNGIyMDU5NGE5OTE4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
885,886,"Life Less Ordinary, A (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BYjRiMDhmNTctNGJiYi00MTQ5LTg2N2YtMGQ1NDQyNzU4OWIwXkEyXkFqcGdeQXVyMTQ4NDY5OTc@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
886,887,Eve's Bayou (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BNWRiYmM0MGItYjY3YS00ZGYwLTgxMTMtNzA4MjYzMzI3ZDY3XkEyXkFqcGdeQXVyMTg2NjYzOA@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
887,888,One Night Stand (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BYmM0ODFjZGEtYWQ2YS00NTk1LTkwODYtYTdjY2NkZDgzMzgwXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,889,"Tango Lesson, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BNDBhNmMwZTAtYjkwNC00MDIxLWI0MzAtZTkxNmRlMGQxYTEwXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
889,890,Mortal Kombat: Annihilation (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BYjdmZTU3MWMtZTU4ZC00NjYzLTk1NzAtODc2ZDY0ZWNhYWEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
890,891,Bent (1997),18-Dec-1997,,https://m.media-amazon.com/images/M/MV5BZmY5Njc4YzktMTJmZS00MDBjLTkxZDQtYTU0ODdiZjQ3MTNiXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
891,892,Flubber (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BZDlkOTA0OTUtOThmMi00NTMyLTg0NDgtZWZiYmRjZWI4MDY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
892,893,For Richer or Poorer (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMGU0ODhmODEtZTJlOC00YjA3LThhYWItZjQ0Mzk3NDNhNzIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
893,894,Home Alone 3 (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BZTJhYjVhOWMtYTUyOS00NWM0LThjNzYtZWYxOTkwN2FhODg2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
894,895,Scream 2 (1997),01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMDNlM2E2OTUtZTRhZi00ZDU1LWIxODAtN2E5OGZiNmIwMDIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
895,896,"Sweet Hereafter, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BZTYxYzhlMTItOWQwNC00ZjFmLWFiYzMtNzQ2M2NjN2E3YmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,897,Time Tracers (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BMjhkMzQ0YTgtNjA0Mi00NDgwLTg5M2ItNGUwMjFmOWY0ZjUwXkEyXkFqcGdeQXVyMTY1ODc1MjE@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
897,898,"Postman, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BNTAyYTFmYmUtNTFhZS00NGQxLWI0OGEtZDM2NDk1OGE4YzFmL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
898,899,"Winter Guest, The (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMzgzMTY5ODY3M15BMl5BanBnXkFtZTcwNjM1MDEzMQ@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
899,900,Kundun (1997),25-Dec-1997,,https://m.media-amazon.com/images/M/MV5BMDY5NWI3YWMtODdjZC00YmQ0LTgyNDctYTQ1NGNhZDE2MTJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
900,901,Mr. Magoo (1997),25-Dec-1997,,https://m.media-amazon.com/images/M/MV5BODFiOWY2OTctMzBlNi00MjhhLTg4MWQtMTI5YTUzZTI2N2E1XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
901,902,"Big Lebowski, The (1998)",26-Dec-1997,,https://m.media-amazon.com/images/M/MV5BMTQ0NjUzMDMyOF5BMl5BanBnXkFtZTgwODA1OTU0MDE@._V1_.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
902,903,Afterglow (1997),26-Dec-1997,,https://m.media-amazon.com/images/M/MV5BYjVlYjYzNzktYjA4Ny00ZTk2LTlmNTUtYTI5OTZkOTE2YzU4XkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,904,Ma vie en rose (My Life in Pink) (1997),26-Dec-1997,,https://m.media-amazon.com/images/M/MV5BNmFkMjQ5M2ItY2ZiNi00Njg1LTkwMWItMTI2MGIzY2VhMDE5XkEyXkFqcGdeQXVyODU5MDg5OTY@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
904,905,Great Expectations (1998),01-Jan-1998,,https://m.media-amazon.com/images/M/MV5BMDFiODQ3ZmEtZDQwYS00ZmQ4LWIxYzItYzM2YmVhNDRmZmFiXkEyXkFqcGdeQXVyNTk5Nzg1NjQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
905,906,Oscar & Lucinda (1997),31-Dec-1997,,https://m.media-amazon.com/images/M/MV5BZjUwOTIyMjAtZGQ5My00YmUyLWE0ZWMtOWNkZGNkZjU0OWRmXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
906,907,Vermin (1998),01-Jan-1997,,http://us.imdb.com/M/title-exact?imdb-title-120881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,908,Half Baked (1998),16-Jan-1998,,https://m.media-amazon.com/images/M/MV5BZWMxZWE1ZjQtYzAyNS00NjEwLTgwM2ItMWI2NWVhZGJiYjk3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,909,Dangerous Beauty (1998),23-Jan-1998,,https://m.media-amazon.com/images/M/MV5BMzQzMDlmYjgtZTcyNy00YTg5LTk5OGUtMmY1YWY4YmE0MjQyXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
909,910,Nil By Mouth (1997),06-Feb-1998,,https://m.media-amazon.com/images/M/MV5BOWRkNGM5NTEtYWViNi00ODE5LWFkNmItOGVjNmE4ZjZmY2JjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
910,911,Twilight (1998),30-Jan-1998,,https://m.media-amazon.com/images/M/MV5BZmJiMjBmMzYtYzIxNi00NjA2LWIxZmEtYzJlMWVkMDg1MTlmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
911,912,U.S. Marshalls (1998),10-Mar-1998,,https://m.media-amazon.com/images/M/MV5BZTNiYTUwMDgtY2M4My00ZDAwLWIyYWYtYjM0ODBkNGRmMzRkL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
912,913,Love and Death on Long Island (1997),10-Mar-1998,,https://m.media-amazon.com/images/M/MV5BMTU0MDUwNjM3N15BMl5BanBnXkFtZTcwMjg0NTkxMQ@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
913,914,Wild Things (1998),14-Mar-1998,,https://m.media-amazon.com/images/M/MV5BODMyYTlkNWYtODAzMC00ZjFiLWE3YjctMGUyMzM1MDk3ZDFlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
914,915,Primary Colors (1998),20-Mar-1998,,https://m.media-amazon.com/images/M/MV5BOTk5OWE1ZWItYWMxZC00Yzc3LTk2YjctZjAzYWViZDk5YjIyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
915,916,Lost in Space (1998),27-Mar-1998,,https://m.media-amazon.com/images/M/MV5BMTkwNzEyNTgyN15BMl5BanBnXkFtZTcwODk4NTU0Mg@@._V1_.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
916,917,Mercury Rising (1998),27-Mar-1998,,https://m.media-amazon.com/images/M/MV5BODA2NmY4NDEtNjk1Yi00NmI1LTgwMjEtYWZmMjRmMDUyMTlkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
917,918,City of Angels (1998),03-Apr-1998,,https://m.media-amazon.com/images/M/MV5BZjk2OTEwNDEtNjVhYi00MzI3LWFhNzctZGUzOWMxMDMwZjJlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
918,919,"City of Lost Children, The (1995)",01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BZGQxZDMwYzYtYmFjNi00NWYyLThjZjAtMDJhODZhYTkyZDNhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
919,920,Two Bits (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BOGE1NmM0MjYtZmJjYS00ODI5LWI0MjgtOGM2MTY3ZmIyNDZkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
920,921,Farewell My Concubine (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BYmFhZmM3Y2MtNDA1Ny00NjkzLWJkM2EtYWU1ZjEwYmNjZDQ0XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
921,922,Dead Man (1995),10-May-1996,,https://m.media-amazon.com/images/M/MV5BYTJlZmQ1OTAtODQzZi00NGIzLWI1MmEtZGE4NjFlOWRhODIyXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
922,923,Raise the Red Lantern (1991),01-Jan-1991,,https://m.media-amazon.com/images/M/MV5BNDMxMTc2N2ItMjI5Ny00MGFiLThkOTYtZTIyYTZhMzA2NjIzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
923,924,White Squall (1996),01-Jan-1996,,https://m.media-amazon.com/images/M/MV5BNzdlZTBmYjgtZWRlZC00MDI0LTkxNzUtODdhYWYwYmJiMjY3XkEyXkFqcGdeQXVyMTY4MjE1MDA@._V1_.jpg,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,925,Unforgettable (1996),23-Feb-1996,,https://m.media-amazon.com/images/M/MV5BMjQxODM0MjY2Nl5BMl5BanBnXkFtZTgwOTkwMDcyMTI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
925,926,Down Periscope (1996),01-Mar-1996,,https://m.media-amazon.com/images/M/MV5BMTlkNGU1NDctNDAwZC00ZThlLWE4YTgtMWU5YjJjYzIyY2VjXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-1996,,https://m.media-amazon.com/images/M/MV5BMDAxNjM0ZDQtZGNlYy00YTc1LTk3MzItMmVlNTFiMGNiMDkxXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,928,"Craft, The (1996)",26-Apr-1996,,https://m.media-amazon.com/images/M/MV5BZTBkMWE1NGItZTgxMi00ZTE0LWIzZjAtNzQ5ZGZlZTQxN2EwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
928,929,Harriet the Spy (1996),03-Jul-1996,,https://m.media-amazon.com/images/M/MV5BY2UwOTQ0Y2QtZmM4NC00ZTRiLWIyZDUtMmIzYzg4MjQyNTUyXkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
929,930,Chain Reaction (1996),31-Jul-1996,,https://m.media-amazon.com/images/M/MV5BZTkzZmQxZmQtZmJkMS00YmJlLWI0YmItMjcwYzBhM2E3NGQzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,931,"Island of Dr. Moreau, The (1996)",23-Aug-1996,,https://m.media-amazon.com/images/M/MV5BYjQxNmM5ODItMGM3Yi00N2VlLTkwNTEtNDZkNzUyYzA3MmIxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
931,932,First Kid (1996),30-Aug-1996,,https://m.media-amazon.com/images/M/MV5BNmM1ZjAzODMtMjQ3NS00NmQ4LWI4OWMtYzk4ZWM4MGY2ZDcxXkEyXkFqcGdeQXVyNjc4ODQwNzg@._V1_.jpg,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
932,933,"Funeral, The (1996)",25-Oct-1996,,https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
933,934,"Preacher's Wife, The (1996)",13-Dec-1996,,https://m.media-amazon.com/images/M/MV5BOWFiMGMzYmYtMGZjNy00ZWVkLTllMjAtMTQ2NmU1OWVhMjkxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
934,935,Paradise Road (1997),18-Apr-1997,,https://m.media-amazon.com/images/M/MV5BYWQ4OGI0YjEtOGFhYS00NmY4LTk0YjAtZTlkN2QxMjUyZjkzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
935,936,Brassed Off (1996),13-Jun-1997,,https://m.media-amazon.com/images/M/MV5BY2Y5NDU2MmYtOGZiYy00MTAyLTgyYTctZGU2YjQ0YzQ3NDllXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
936,937,"Thousand Acres, A (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BZjcyNzJiMDMtNjhmOS00ZDEzLTg1OGItNDgyNmE2OGFiOTRkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
937,938,"Smile Like Yours, A (1997)",01-Jan-1997,,https://m.media-amazon.com/images/M/MV5BMDMyMWQxZDAtMjE1Yi00ZDAzLWE1MjQtZWQwYjNmNmIyZTYyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
938,939,Murder in the First (1995),01-Jan-1995,,https://m.media-amazon.com/images/M/MV5BNjQyZGI3MWUtZGY5Ny00ZDFjLThjNzItYTI3ZTNhODJhNGVkL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
939,940,Airheads (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BMGIxNjVlMzUtMDE0ZC00OTRlLThkMGMtMWU2MWQ4ZTY1OGJmL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
940,941,With Honors (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BMmY3NjE0N2EtZWJiMS00ZTM4LWFkOTMtZTJmMTIyZjc2YmU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
941,942,What's Love Got to Do with It (1993),01-Jan-1993,,https://m.media-amazon.com/images/M/MV5BYmQ1Yjk3N2UtODMwMy00MDVhLTkzNDctM2ZkODZmYzdhNjk3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
942,943,Killing Zoe (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNzEzM2IxY2EtZjc0MS00ODYwLTgzMGEtMTNjY2EwYzViYmFhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
943,944,Renaissance Man (1994),01-Jan-1994,,https://m.media-amazon.com/images/M/MV5BNDFhMzVhMWMtNGQ2ZS00YjlmLTg0ZGUtNDUzN2IxOThhZDViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
944,945,Charade (1963),01-Jan-1963,,https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
945,946,"Fox and the Hound, The (1981)",01-Jan-1981,,https://m.media-amazon.com/images/M/MV5BMDQzZWRlYjctMjE0ZS00NWU5LWE3NzktYzZiNzJiM2UxMDczXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
946,947,"Big Blue, The (Grand bleu, Le) (1988)",01-Jan-1988,,https://m.media-amazon.com/images/M/MV5BOTg5NGE1MjYtZjU3Zi00NWZhLTg4ZmEtMDI0YzMwN2Y2NDIxXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
